source,driving
Days_Time_Time_016,Days_Time_Time_016
Days_Time_Time_017,Days_Time_Time_017
Days_Time_Time_018,Days_Time_Time_018
Days_Time_Time_019,Days_Time_Time_019
Days_Time_Time_020,Days_Time_Time_020
Days_Time_Time_021,Days_Time_Time_021
Days_Time_Time_022,Days_Time_Time_022
Days_Time_Time_023,Days_Time_Time_023
Days_Time_Time_024,Days_Time_Time_024
Days_Time_Time_025,Days_Time_Time_025
Days_Today_Today_001,Days_Today_Today_001
Days_Today_Today_002,Days_Today_Today_002
Days_Today_Today_003,Days_Today_Today_003
Days_Today_Today_004,Days_Today_Today_004
Days_Today_Today_005,Days_Today_Today_005
Days_Today_Today_006,Days_Today_Today_006
Days_Today_Today_007,Days_Today_Today_007
Days_Today_Today_008,Days_Today_Today_008
Days_Today_Today_009,Days_Today_Today_009
Days_Today_Today_010,Days_Today_Today_010
Days_Today_Today_011,Days_Today_Today_011
Days_Today_Today_012,Days_Today_Today_012
Days_Today_Today_013,Days_Today_Today_013
Days_Today_Today_014,Days_Today_Today_014
Days_Today_Today_015,Days_Today_Today_015
Days_Today_Today_016,Days_Today_Today_016
Days_Today_Today_017,Days_Today_Today_017
Days_Today_Today_018,Days_Today_Today_018
Days_Today_Today_019,Days_Today_Today_019
Days_Today_Today_020,Days_Today_Today_020
Days_Today_Today_021,Days_Today_Today_021
Days_Today_Today_022,Days_Today_Today_022
Days_Today_Today_023,Days_Today_Today_023
Days_Today_Today_024,Days_Today_Today_024
Days_Today_Today_025,Days_Today_Today_025
Days_Today_Today_026,Days_Today_Today_026
Days_Today_Today_027,Days_Today_Today_027
Days_Today_Today_028,Days_Today_Today_028
Days_Today_Today_029,Days_Today_Today_029
Days_Today_Today_030,Days_Today_Today_030
Days_Today_Today_031,Days_Today_Today_031
Days_Today_Today_032,Days_Today_Today_032
Days_Today_Today_033,Days_Today_Today_033
Days_Today_Today_034,Days_Today_Today_034
Days_Today_Today_035,Days_Today_Today_035
Days_Today_Today_036,Days_Today_Today_036
Days_Tomorrow_Tomorrow_001,Days_Tomorrow_Tomorrow_001
Days_Tomorrow_Tomorrow_002,Days_Tomorrow_Tomorrow_002
Days_Tomorrow_Tomorrow_003,Days_Tomorrow_Tomorrow_003
Days_Tomorrow_Tomorrow_004,Days_Tomorrow_Tomorrow_004
Days_Tomorrow_Tomorrow_005,Days_Tomorrow_Tomorrow_005
Days_Tomorrow_Tomorrow_006,Days_Tomorrow_Tomorrow_006
Days_Tomorrow_Tomorrow_007,Days_Tomorrow_Tomorrow_007
Days_Tomorrow_Tomorrow_008,Days_Tomorrow_Tomorrow_008
Days_Tomorrow_Tomorrow_009,Days_Tomorrow_Tomorrow_009
Days_Tomorrow_Tomorrow_010,Days_Tomorrow_Tomorrow_010
Days_Tomorrow_Tomorrow_011,Days_Tomorrow_Tomorrow_011
Days_Tomorrow_Tomorrow_012,Days_Tomorrow_Tomorrow_012
Days_Tomorrow_Tomorrow_013,Days_Tomorrow_Tomorrow_013
Days_Tomorrow_Tomorrow_014,Days_Tomorrow_Tomorrow_014
Days_Tomorrow_Tomorrow_015,Days_Tomorrow_Tomorrow_015
Days_Tomorrow_Tomorrow_016,Days_Tomorrow_Tomorrow_016
Days_Tomorrow_Tomorrow_017,Days_Tomorrow_Tomorrow_017
Days_Tomorrow_Tomorrow_018,Days_Tomorrow_Tomorrow_018
Days_Tomorrow_Tomorrow_019,Days_Tomorrow_Tomorrow_019
Days_Tuesday_Tuesday_001,Days_Tuesday_Tuesday_001
Days_Tuesday_Tuesday_002,Days_Tuesday_Tuesday_002
Days_Tuesday_Tuesday_003,Days_Tuesday_Tuesday_003
Days_Tuesday_Tuesday_004,Days_Tuesday_Tuesday_004
Days_Tuesday_Tuesday_005,Days_Tuesday_Tuesday_005
Days_Wednesday_Wednesday_001,Days_Wednesday_Wednesday_001
Days_Wednesday_Wednesday_002,Days_Wednesday_Wednesday_002
Days_Wednesday_Wednesday_003,Days_Wednesday_Wednesday_003
Days_Wednesday_Wednesday_004,Days_Wednesday_Wednesday_004
Days_Wednesday_Wednesday_005,Days_Wednesday_Wednesday_005
Days_Wednesday_Wednesday_006,Days_Wednesday_Wednesday_006
Days_Wednesday_Wednesday_007,Days_Wednesday_Wednesday_007
Days_Wednesday_Wednesday_008,Days_Wednesday_Wednesday_008
Days_Wednesday_Wednesday_009,Days_Wednesday_Wednesday_009
Days_Wednesday_Wednesday_010,Days_Wednesday_Wednesday_010
Days_Wednesday_Wednesday_011,Days_Wednesday_Wednesday_011
Days_Wednesday_Wednesday_012,Days_Wednesday_Wednesday_012
Days_Wednesday_Wednesday_013,Days_Wednesday_Wednesday_013
Days_Wednesday_Wednesday_014,Days_Wednesday_Wednesday_014
Days_Wednesday_Wednesday_015,Days_Wednesday_Wednesday_015
Days_Wednesday_Wednesday_016,Days_Wednesday_Wednesday_016
Days_Wednesday_Wednesday_017,Days_Wednesday_Wednesday_017
Days_Wednesday_Wednesday_018,Days_Wednesday_Wednesday_018
Days_Wednesday_Wednesday_019,Days_Wednesday_Wednesday_019
Days_Week_Week_001,Days_Week_Week_001
Days_Week_Week_002,Days_Week_Week_002
Days_Week_Week_003,Days_Week_Week_003
Days_Week_Week_004,Days_Week_Week_004
Days_Week_Week_005,Days_Week_Week_005
Days_Week_Week_006,Days_Week_Week_006
Days_Yesterday_Yesterday_001,Days_Yesterday_Yesterday_001
Days_Yesterday_Yesterday_002,Days_Yesterday_Yesterday_002
Days_Yesterday_Yesterday_003,Days_Yesterday_Yesterday_003
Days_Yesterday_Yesterday_004,Days_Yesterday_Yesterday_004
Days_Yesterday_Yesterday_005,Days_Yesterday_Yesterday_005
Days_Yesterday_Yesterday_006,Days_Yesterday_Yesterday_006
Days_Yesterday_Yesterday_007,Days_Yesterday_Yesterday_007
Days_Yesterday_Yesterday_008,Days_Yesterday_Yesterday_008
Days_Yesterday_Yesterday_009,Days_Yesterday_Yesterday_009
Days_Yesterday_Yesterday_010,Days_Yesterday_Yesterday_010
Days_Yesterday_Yesterday_011,Days_Yesterday_Yesterday_011
Days_Yesterday_Yesterday_012,Days_Yesterday_Yesterday_012
Days_Yesterday_Yesterday_013,Days_Yesterday_Yesterday_013
Days_Yesterday_Yesterday_014,Days_Yesterday_Yesterday_014
Days_Yesterday_Yesterday_015,Days_Yesterday_Yesterday_015
Days_Yesterday_Yesterday_016,Days_Yesterday_Yesterday_016
Determiner_No_No_001,Determiner_No_No_001
Determiner_No_No_002,Determiner_No_No_002
Determiner_No_No_003,Determiner_No_No_003
Greetings_Alright_Alright_001,Greetings_Alright_Alright_001
Greetings_Alright_Alright_002,Greetings_Alright_Alright_002
Greetings_Alright_Alright_003,Greetings_Alright_Alright_003
Greetings_Alright_Alright_004,Greetings_Alright_Alright_004
Greetings_Alright_Alright_005,Greetings_Alright_Alright_005
Greetings_Alright_Alright_006,Greetings_Alright_Alright_006
Greetings_Alright_Alright_007,Greetings_Alright_Alright_007
Greetings_Alright_Alright_008,Greetings_Alright_Alright_008
Greetings_Alright_Alright_009,Greetings_Alright_Alright_009
Greetings_Alright_Alright_010,Greetings_Alright_Alright_010
Greetings_Alright_Alright_011,Greetings_Alright_Alright_011
Greetings_Alright_Alright_012,Greetings_Alright_Alright_012
Greetings_Alright_Alright_013,Greetings_Alright_Alright_013
Greetings_Alright_Alright_014,Greetings_Alright_Alright_014
Greetings_Alright_Alright_015,Greetings_Alright_Alright_015
Greetings_Alright_Alright_016,Greetings_Alright_Alright_016
Greetings_Alright_Alright_017,Greetings_Alright_Alright_017
Greetings_Alright_Alright_018,Greetings_Alright_Alright_018
Greetings_Alright_Alright_019,Greetings_Alright_Alright_019
Greetings_Alright_Alright_020,Greetings_Alright_Alright_020
Greetings_Alright_Alright_021,Greetings_Alright_Alright_021
Greetings_Ayubowan_Ayubowan_001,Greetings_Ayubowan_Ayubowan_001
Greetings_Ayubowan_Ayubowan_002,Greetings_Ayubowan_Ayubowan_002
Greetings_Ayubowan_Ayubowan_003,Greetings_Ayubowan_Ayubowan_003
Greetings_Ayubowan_Ayubowan_004,Greetings_Ayubowan_Ayubowan_004
Greetings_Hello_Hello_001,Greetings_Hello_Hello_001
Greetings_Hello_Hello_002,Greetings_Hello_Hello_002
Greetings_Hello_Hello_003,Greetings_Hello_Hello_003
Greetings_Hello_Hello_004,Greetings_Hello_Hello_004
Greetings_Hello_Hello_005,Greetings_Hello_Hello_005
Greetings_Hello_Hello_006,Greetings_Hello_Hello_006
Greetings_Hello_Hello_007,Greetings_Hello_Hello_007
Greetings_Hello_Hello_008,Greetings_Hello_Hello_008
Greetings_Hello_Hello_009,Greetings_Hello_Hello_009
Greetings_Hello_Hello_010,Greetings_Hello_Hello_010
Greetings_Hello_Hello_011,Greetings_Hello_Hello_011
Greetings_Hello_Hello_012,Greetings_Hello_Hello_012
Greetings_Hello_Hello_013,Greetings_Hello_Hello_013
Greetings_Hello_Hello_014,Greetings_Hello_Hello_014
Greetings_Hello_Hello_015,Greetings_Hello_Hello_015
Greetings_Hello_Hello_016,Greetings_Hello_Hello_016
Greetings_Hello_Hello_017,Greetings_Hello_Hello_017
Greetings_Hello_Hello_018,Greetings_Hello_Hello_018
Greetings_Hello_Hello_019,Greetings_Hello_Hello_019
Greetings_Hello_Hello_020,Greetings_Hello_Hello_020
Greetings_Hello_Hello_021,Greetings_Hello_Hello_021
Greetings_Hello_Hello_022,Greetings_Hello_Hello_022
Greetings_Hello_Hello_023,Greetings_Hello_Hello_023
Greetings_Hello_Hello_024,Greetings_Hello_Hello_024
Greetings_Hello_Hello_025,Greetings_Hello_Hello_025
Greetings_Hello_Hello_026,Greetings_Hello_Hello_026
Greetings_Hello_Hello_027,Greetings_Hello_Hello_027
Greetings_Hello_Hello_028,Greetings_Hello_Hello_028
Greetings_Hello_Hello_029,Greetings_Hello_Hello_029
Greetings_Hello_Hello_030,Greetings_Hello_Hello_030
Greetings_Hello_Hello_031,Greetings_Hello_Hello_031
Greetings_Hello_Hello_032,Greetings_Hello_Hello_032
Greetings_Hello_Hello_033,Greetings_Hello_Hello_033
Greetings_Hello_Hello_034,Greetings_Hello_Hello_034
Greetings_Hello_Hello_035,Greetings_Hello_Hello_035
Greetings_Hello_Hello_036,Greetings_Hello_Hello_036
Greetings_Hello_Hello_037,Greetings_Hello_Hello_037
Greetings_Hello_Hello_038,Greetings_Hello_Hello_038
Greetings_Hello_Hello_039,Greetings_Hello_Hello_039
Greetings_Hello_Hello_040,Greetings_Hello_Hello_040
Greetings_Hello_Hello_041,Greetings_Hello_Hello_041
Greetings_Hello_Hello_042,Greetings_Hello_Hello_042
Greetings_Hello_Hello_043,Greetings_Hello_Hello_043
Greetings_Hello_Hello_044,Greetings_Hello_Hello_044
Greetings_Hello_Hello_045,Greetings_Hello_Hello_045
Greetings_Hello_Hello_046,Greetings_Hello_Hello_046
Greetings_Hello_Hello_047,Greetings_Hello_Hello_047
Greetings_Hello_Hello_048,Greetings_Hello_Hello_048
Greetings_Hello_Hello_049,Greetings_Hello_Hello_049
Greetings_Hello_Hello_050,Greetings_Hello_Hello_050
Greetings_Hello_Hello_051,Greetings_Hello_Hello_051
Greetings_Hello_Hello_052,Greetings_Hello_Hello_052
Greetings_Hello_Hello_053,Greetings_Hello_Hello_053
Greetings_Hello_Hello_054,Greetings_Hello_Hello_054
Greetings_Hello_Hello_055,Greetings_Hello_Hello_055
Greetings_Hello_Hello_056,Greetings_Hello_Hello_056
Greetings_Hello_Hello_057,Greetings_Hello_Hello_057
Greetings_Hello_Hello_058,Greetings_Hello_Hello_058
Greetings_Hello_Hello_059,Greetings_Hello_Hello_059
Greetings_Hello_Hello_060,Greetings_Hello_Hello_060
Greetings_Hello_Hello_061,Greetings_Hello_Hello_061
Greetings_Hello_Hello_062,Greetings_Hello_Hello_062
Greetings_Hello_Hello_063,Greetings_Hello_Hello_063
Greetings_Hello_Hello_064,Greetings_Hello_Hello_064
Greetings_Hello_Hello_065,Greetings_Hello_Hello_065
Greetings_Hello_Hello_066,Greetings_Hello_Hello_066
Greetings_Hello_Hello_067,Greetings_Hello_Hello_067
Greetings_Hello_Hello_068,Greetings_Hello_Hello_068
Greetings_Hello_Hello_069,Greetings_Hello_Hello_069
Greetings_Hello_Hello_070,Greetings_Hello_Hello_070
Greetings_Hello_Hello_071,Greetings_Hello_Hello_071
Greetings_Hello_Hello_072,Greetings_Hello_Hello_072
Greetings_Hello_Hello_073,Greetings_Hello_Hello_073
Greetings_Hello_Hello_074,Greetings_Hello_Hello_074
Greetings_Hello_Hello_075,Greetings_Hello_Hello_075
Greetings_Hello_Hello_076,Greetings_Hello_Hello_076
Greetings_Hello_Hello_077,Greetings_Hello_Hello_077
Greetings_Hello_Hello_078,Greetings_Hello_Hello_078
Greetings_Hello_Hello_079,Greetings_Hello_Hello_079
Greetings_Hello_Hello_080,Greetings_Hello_Hello_080
Greetings_Hello_Hello_081,Greetings_Hello_Hello_081
Greetings_Hello_Hello_082,Greetings_Hello_Hello_082
Greetings_Hello_Hello_083,Greetings_Hello_Hello_083
Greetings_Hello_Hello_084,Greetings_Hello_Hello_084
Greetings_Hello_Hello_085,Greetings_Hello_Hello_085
Greetings_Hello_Hello_086,Greetings_Hello_Hello_086
Greetings_Hello_Hello_087,Greetings_Hello_Hello_087
Greetings_Hello_Hello_088,Greetings_Hello_Hello_088
Greetings_Hello_Hello_089,Greetings_Hello_Hello_089
Greetings_Hello_Hello_090,Greetings_Hello_Hello_090
Greetings_Hello_Hello_091,Greetings_Hello_Hello_091
Greetings_Hello_Hello_092,Greetings_Hello_Hello_092
Greetings_Hello_Hello_093,Greetings_Hello_Hello_093
Greetings_Hello_Hello_094,Greetings_Hello_Hello_094
Greetings_Hello_Hello_095,Greetings_Hello_Hello_095
Greetings_Hello_Hello_096,Greetings_Hello_Hello_096
Greetings_Hello_Hello_097,Greetings_Hello_Hello_097
Greetings_Hello_Hello_098,Greetings_Hello_Hello_098
Greetings_Hello_Hello_099,Greetings_Hello_Hello_099
Greetings_Hello_Hello_100,Greetings_Hello_Hello_100
Greetings_Hello_Hello_101,Greetings_Hello_Hello_101
Greetings_Hello_Hello_102,Greetings_Hello_Hello_102
Greetings_How_are_you_How_are_you_001,Greetings_How_are_you_How_are_you_001
Greetings_How_are_you_How_are_you_002,Greetings_How_are_you_How_are_you_002
Greetings_Thank_you_Thank_you_001,Greetings_Thank_you_Thank_you_001
Greetings_Thank_you_Thank_you_002,Greetings_Thank_you_Thank_you_002
Greetings_Thank_you_Thank_you_003,Greetings_Thank_you_Thank_you_003
Greetings_Thank_you_Thank_you_004,Greetings_Thank_you_Thank_you_004
Greetings_Thank_you_Thank_you_005,Greetings_Thank_you_Thank_you_005
Greetings_Thank_you_Thank_you_006,Greetings_Thank_you_Thank_you_006
Greetings_Thank_you_Thank_you_007,Greetings_Thank_you_Thank_you_007
Greetings_Thank_you_Thank_you_008,Greetings_Thank_you_Thank_you_008
Greetings_Thank_you_Thank_you_009,Greetings_Thank_you_Thank_you_009
Greetings_Thank_you_Thank_you_010,Greetings_Thank_you_Thank_you_010
Greetings_Thank_you_Thank_you_011,Greetings_Thank_you_Thank_you_011
Greetings_Thank_you_Thank_you_012,Greetings_Thank_you_Thank_you_012
Greetings_Thank_you_Thank_you_013,Greetings_Thank_you_Thank_you_013
Greetings_Thank_you_Thank_you_014,Greetings_Thank_you_Thank_you_014
Greetings_Thank_you_Thank_you_015,Greetings_Thank_you_Thank_you_015
Greetings_Thank_you_Thank_you_016,Greetings_Thank_you_Thank_you_016
Greetings_Thank_you_Thank_you_017,Greetings_Thank_you_Thank_you_017
Greetings_Thank_you_Thank_you_018,Greetings_Thank_you_Thank_you_018
Greetings_Thank_you_Thank_you_019,Greetings_Thank_you_Thank_you_019
Greetings_Thank_you_Thank_you_020,Greetings_Thank_you_Thank_you_020
Greetings_Thank_you_Thank_you_021,Greetings_Thank_you_Thank_you_021
Greetings_Thank_you_Thank_you_022,Greetings_Thank_you_Thank_you_022
Greetings_Thank_you_Thank_you_023,Greetings_Thank_you_Thank_you_023
Greetings_Thank_you_Thank_you_024,Greetings_Thank_you_Thank_you_024
Greetings_Thank_you_Thank_you_025,Greetings_Thank_you_Thank_you_025
Greetings_Thank_you_Thank_you_026,Greetings_Thank_you_Thank_you_026
Greetings_Thank_you_Thank_you_027,Greetings_Thank_you_Thank_you_027
Greetings_Thank_you_Thank_you_028,Greetings_Thank_you_Thank_you_028
Greetings_Thank_you_Thank_you_029,Greetings_Thank_you_Thank_you_029
Greetings_Thank_you_Thank_you_030,Greetings_Thank_you_Thank_you_030
Greetings_Thank_you_Thank_you_031,Greetings_Thank_you_Thank_you_031
Greetings_Thank_you_Thank_you_032,Greetings_Thank_you_Thank_you_032
Greetings_Thank_you_Thank_you_033,Greetings_Thank_you_Thank_you_033
Greetings_Thank_you_Thank_you_034,Greetings_Thank_you_Thank_you_034
Greetings_Thank_you_Thank_you_035,Greetings_Thank_you_Thank_you_035
Greetings_Thank_you_Thank_you_036,Greetings_Thank_you_Thank_you_036
Greetings_Thank_you_Thank_you_037,Greetings_Thank_you_Thank_you_037
Greetings_Thank_you_Thank_you_038,Greetings_Thank_you_Thank_you_038
Greetings_Thank_you_Thank_you_039,Greetings_Thank_you_Thank_you_039
Greetings_Thank_you_Thank_you_040,Greetings_Thank_you_Thank_you_040
Greetings_Thank_you_Thank_you_041,Greetings_Thank_you_Thank_you_041
Greetings_Thank_you_Thank_you_042,Greetings_Thank_you_Thank_you_042
Greetings_Thank_you_Thank_you_043,Greetings_Thank_you_Thank_you_043
Greetings_Thank_you_Thank_you_044,Greetings_Thank_you_Thank_you_044
Greetings_Thank_you_Thank_you_045,Greetings_Thank_you_Thank_you_045
Greetings_Thank_you_Thank_you_046,Greetings_Thank_you_Thank_you_046
Greetings_Thank_you_Thank_you_047,Greetings_Thank_you_Thank_you_047
Greetings_Thank_you_Thank_you_048,Greetings_Thank_you_Thank_you_048
Greetings_Thank_you_Thank_you_049,Greetings_Thank_you_Thank_you_049
Greetings_Thank_you_Thank_you_050,Greetings_Thank_you_Thank_you_050
Greetings_Thank_you_Thank_you_051,Greetings_Thank_you_Thank_you_051
Greetings_Thank_you_Thank_you_052,Greetings_Thank_you_Thank_you_052
Greetings_Thank_you_Thank_you_053,Greetings_Thank_you_Thank_you_053
Greetings_Thank_you_Thank_you_054,Greetings_Thank_you_Thank_you_054
Greetings_Thank_you_Thank_you_055,Greetings_Thank_you_Thank_you_055
Greetings_Thank_you_Thank_you_056,Greetings_Thank_you_Thank_you_056
Greetings_Thank_you_Thank_you_057,Greetings_Thank_you_Thank_you_057
Greetings_Thank_you_Thank_you_058,Greetings_Thank_you_Thank_you_058
Greetings_Thank_you_Thank_you_059,Greetings_Thank_you_Thank_you_059
Greetings_Thank_you_Thank_you_060,Greetings_Thank_you_Thank_you_060
Greetings_Thank_you_Thank_you_061,Greetings_Thank_you_Thank_you_061
Greetings_Thank_you_Thank_you_062,Greetings_Thank_you_Thank_you_062
Greetings_Thank_you_Thank_you_063,Greetings_Thank_you_Thank_you_063
Greetings_Thank_you_Thank_you_064,Greetings_Thank_you_Thank_you_064
Greetings_Thank_you_Thank_you_065,Greetings_Thank_you_Thank_you_065
Greetings_Thank_you_Thank_you_066,Greetings_Thank_you_Thank_you_066
Greetings_Thank_you_Thank_you_067,Greetings_Thank_you_Thank_you_067
Greetings_Thank_you_Thank_you_068,Greetings_Thank_you_Thank_you_068
Greetings_Thank_you_Thank_you_069,Greetings_Thank_you_Thank_you_069
Greetings_Thank_you_Thank_you_070,Greetings_Thank_you_Thank_you_070
Greetings_Thank_you_Thank_you_071,Greetings_Thank_you_Thank_you_071
Greetings_Thank_you_Thank_you_072,Greetings_Thank_you_Thank_you_072
Greetings_Thank_you_Thank_you_073,Greetings_Thank_you_Thank_you_073
Greetings_Thank_you_Thank_you_074,Greetings_Thank_you_Thank_you_074
Greetings_Thank_you_Thank_you_075,Greetings_Thank_you_Thank_you_075
Greetings_Thank_you_Thank_you_076,Greetings_Thank_you_Thank_you_076
Greetings_Thank_you_Thank_you_077,Greetings_Thank_you_Thank_you_077
Greetings_Thank_you_Thank_you_078,Greetings_Thank_you_Thank_you_078
Greetings_Thank_you_Thank_you_079,Greetings_Thank_you_Thank_you_079
Greetings_Thank_you_Thank_you_080,Greetings_Thank_you_Thank_you_080
Greetings_Thank_you_Thank_you_081,Greetings_Thank_you_Thank_you_081
Greetings_Thank_you_Thank_you_082,Greetings_Thank_you_Thank_you_082
Greetings_Thank_you_Thank_you_083,Greetings_Thank_you_Thank_you_083
Greetings_Thank_you_Thank_you_084,Greetings_Thank_you_Thank_you_084
Greetings_Thank_you_Thank_you_085,Greetings_Thank_you_Thank_you_085
Greetings_Thank_you_Thank_you_086,Greetings_Thank_you_Thank_you_086
Greetings_Thank_you_Thank_you_087,Greetings_Thank_you_Thank_you_087
Greetings_Thank_you_Thank_you_088,Greetings_Thank_you_Thank_you_088
Greetings_Thank_you_Thank_you_089,Greetings_Thank_you_Thank_you_089
Greetings_Thank_you_Thank_you_090,Greetings_Thank_you_Thank_you_090
Greetings_Thank_you_Thank_you_091,Greetings_Thank_you_Thank_you_091
Greetings_Thank_you_Thank_you_092,Greetings_Thank_you_Thank_you_092
Greetings_Thank_you_Thank_you_093,Greetings_Thank_you_Thank_you_093
Greetings_Thank_you_Thank_you_094,Greetings_Thank_you_Thank_you_094
Greetings_Thank_you_Thank_you_095,Greetings_Thank_you_Thank_you_095
Greetings_Thank_you_Thank_you_096,Greetings_Thank_you_Thank_you_096
Greetings_Thank_you_Thank_you_097,Greetings_Thank_you_Thank_you_097
Greetings_Thank_you_Thank_you_098,Greetings_Thank_you_Thank_you_098
Greetings_Thank_you_Thank_you_099,Greetings_Thank_you_Thank_you_099
Greetings_Thank_you_Thank_you_100,Greetings_Thank_you_Thank_you_100
Greetings_Thank_you_Thank_you_101,Greetings_Thank_you_Thank_you_101
Greetings_Thank_you_Thank_you_102,Greetings_Thank_you_Thank_you_102
Greetings_Thank_you_Thank_you_103,Greetings_Thank_you_Thank_you_103
Greetings_Thank_you_Thank_you_104,Greetings_Thank_you_Thank_you_104
Greetings_Thank_you_Thank_you_105,Greetings_Thank_you_Thank_you_105
Greetings_Thank_you_Thank_you_106,Greetings_Thank_you_Thank_you_106
Greetings_Thank_you_Thank_you_107,Greetings_Thank_you_Thank_you_107
Greetings_Thank_you_Thank_you_108,Greetings_Thank_you_Thank_you_108
Greetings_Thank_you_Thank_you_109,Greetings_Thank_you_Thank_you_109
Greetings_Thank_you_Thank_you_110,Greetings_Thank_you_Thank_you_110
Greetings_Thank_you_Thank_you_111,Greetings_Thank_you_Thank_you_111
Greetings_Thank_you_Thank_you_112,Greetings_Thank_you_Thank_you_112
Greetings_Thank_you_Thank_you_113,Greetings_Thank_you_Thank_you_113
Greetings_Thank_you_Thank_you_114,Greetings_Thank_you_Thank_you_114
Greetings_Thank_you_Thank_you_115,Greetings_Thank_you_Thank_you_115
Greetings_Thank_you_Thank_you_116,Greetings_Thank_you_Thank_you_116
Interjection_Yes_Yes_001,Interjection_Yes_Yes_001
Interjection_Yes_Yes_002,Interjection_Yes_Yes_002
Interjection_Yes_Yes_003,Interjection_Yes_Yes_003
Interjection_Yes_Yes_004,Interjection_Yes_Yes_004
Interjection_Yes_Yes_005,Interjection_Yes_Yes_005
Interjection_Yes_Yes_006,Interjection_Yes_Yes_006
Months_April_April_001,Months_April_April_001
Months_April_April_002,Months_April_April_002
Months_April_April_003,Months_April_April_003
Months_April_April_004,Months_April_April_004
Months_April_April_005,Months_April_April_005
Months_April_April_006,Months_April_April_006
Months_April_April_007,Months_April_April_007
Months_April_April_008,Months_April_April_008
Months_August_August_001,Months_August_August_001
Months_August_August_002,Months_August_August_002
Months_August_August_003,Months_August_August_003
Months_August_August_004,Months_August_August_004
Months_August_August_005,Months_August_August_005
Months_August_August_006,Months_August_August_006
Months_August_August_007,Months_August_August_007
Months_December_December_001,Months_December_December_001
Months_December_December_002,Months_December_December_002
Months_December_December_003,Months_December_December_003
Months_December_December_004,Months_December_December_004
Months_December_December_005,Months_December_December_005
Months_December_December_006,Months_December_December_006
Months_February_February_001,Months_February_February_001
Months_February_February_002,Months_February_February_002
Months_February_February_003,Months_February_February_003
Months_February_February_004,Months_February_February_004
Months_February_February_005,Months_February_February_005
Months_February_February_006,Months_February_February_006
Months_February_February_007,Months_February_February_007
Months_February_February_008,Months_February_February_008
Months_January_January_001,Months_January_January_001
Months_January_January_002,Months_January_January_002
Months_January_January_003,Months_January_January_003
Months_January_January_004,Months_January_January_004
Months_January_January_005,Months_January_January_005
Months_January_January_006,Months_January_January_006
Months_January_January_007,Months_January_January_007
Months_January_January_008,Months_January_January_008
Months_January_January_009,Months_January_January_009
Months_January_January_010,Months_January_January_010
Months_January_January_011,Months_January_January_011
Months_January_January_012,Months_January_January_012
Months_January_January_013,Months_January_January_013
Months_January_January_014,Months_January_January_014
Months_January_January_015,Months_January_January_015
Months_January_January_016,Months_January_January_016
Months_January_January_017,Months_January_January_017
Months_January_January_018,Months_January_January_018
Months_January_January_019,Months_January_January_019
Months_January_January_020,Months_January_January_020
Months_January_January_021,Months_January_January_021
Months_January_January_022,Months_January_January_022
Months_January_January_023,Months_January_January_023
Months_January_January_024,Months_January_January_024
Months_January_January_025,Months_January_January_025
Months_January_January_026,Months_January_January_026
Months_January_January_027,Months_January_January_027
Months_January_January_028,Months_January_January_028
Months_July_July_001,Months_July_July_001
Months_July_July_002,Months_July_July_002
Months_July_July_003,Months_July_July_003
Months_July_July_004,Months_July_July_004
Months_July_July_005,Months_July_July_005
Months_July_July_006,Months_July_July_006
Months_July_July_007,Months_July_July_007
Months_June_June_001,Months_June_June_001
Months_June_June_002,Months_June_June_002
Months_June_June_003,Months_June_June_003
Months_June_June_004,Months_June_June_004
Months_June_June_005,Months_June_June_005
Months_June_June_006,Months_June_June_006
Months_June_June_007,Months_June_June_007
Months_March_March_001,Months_March_March_001
Months_March_March_002,Months_March_March_002
Months_March_March_003,Months_March_March_003
Months_March_March_004,Months_March_March_004
Months_March_March_005,Months_March_March_005
Months_March_March_006,Months_March_March_006
Months_March_March_007,Months_March_March_007
Months_March_March_008,Months_March_March_008
Months_May_May_001,Months_May_May_001
Months_May_May_002,Months_May_May_002
Months_May_May_003,Months_May_May_003
Months_May_May_004,Months_May_May_004
Months_May_May_005,Months_May_May_005
Months_May_May_006,Months_May_May_006
Months_May_May_007,Months_May_May_007
Months_Month_Month_001,Months_Month_Month_001
Months_Month_Month_002,Months_Month_Month_002
Months_Month_Month_003,Months_Month_Month_003
Months_Month_Month_004,Months_Month_Month_004
Months_Month_Month_005,Months_Month_Month_005
Months_Month_Month_006,Months_Month_Month_006
Months_November_November_001,Months_November_November_001
Months_November_November_002,Months_November_November_002
Months_November_November_003,Months_November_November_003
Months_November_November_004,Months_November_November_004
Months_November_November_005,Months_November_November_005
Months_November_November_006,Months_November_November_006
Months_November_November_007,Months_November_November_007
Months_November_November_008,Months_November_November_008
Months_October_October_001,Months_October_October_001
Months_October_October_002,Months_October_October_002
Months_October_October_003,Months_October_October_003
Months_October_October_004,Months_October_October_004
Months_October_October_005,Months_October_October_005
Months_October_October_006,Months_October_October_006
Months_October_October_007,Months_October_October_007
Months_October_October_008,Months_October_October_008
Months_September_September_001,Months_September_September_001
Months_September_September_002,Months_September_September_002
Months_September_September_003,Months_September_September_003
Months_September_September_004,Months_September_September_004
Months_September_September_005,Months_September_September_005
Months_September_September_006,Months_September_September_006
Months_Year_Year_001,Months_Year_Year_001
Nouns_Article_Article_001,Nouns_Article_Article_001
Nouns_Article_Article_002,Nouns_Article_Article_002
Nouns_Article_Article_003,Nouns_Article_Article_003
